股票代码,股票简称,p_925,p_open,p_close,chg_pct,涨跌幅:前复权排名[20260430],p_high,p_low,分时开盘价:不复权[20260430 09:25],分时最高价:不复权[20260430 09:25],分时最低价:不复权[20260430 09:25],分时振幅[20260430 09:25],开盘价:前复权[20260430],最高价:前复权[20260430],最低价:前复权[20260430],收盘价:前复权[20260430],振幅[20260430],成交量[20260430],market_code,code,date
301016.SZ,雷尔伟,15.68,15.68,16.29,3.82409178,547/5521,16.4,15.68,15.68,15.68,15.68,0,15.68,16.4,15.68,16.29,4.58891,4156797,33,301016,20260430
301372.SZ,科净源,34.43,34.43,36.4,3.8220194,548/5521,37.1,34.12,34.43,34.43,34.43,0,34.43,37.1,34.12,36.4,8.499714,4763851,33,301372,20260430
688698.SH,伟创电气,65.88,65.88,68.24,3.81865206,549/5521,69,65.3,65.88,65.88,65.88,0,65.88,69,65.3,68.24,5.629088,5349752,17,688698,20260430
605566.SH,福莱蒽特,31.74,31.74,32.9,3.81823919,550/5521,33.12,31.74,31.74,31.74,31.74,0,31.74,33.12,31.74,32.9,4.354686,3350187,17,605566,20260430
601126.SH,四方股份,53.98,53.98,56.05,3.81552139,551/5521,56.36,53.5,53.98,53.98,53.98,0,53.98,56.36,53.5,56.05,5.297277,3.5432059E7,17,601126,20260430
300257.SZ,开山股份,29.84,29.84,30.77,3.81241565,552/5521,31.99,29.47,29.84,29.84,29.84,0,29.84,31.99,29.47,30.77,8.502024,1.6603612E7,33,300257,20260430
300991.SZ,创益通,49.16,49.16,50.68,3.80991397,553/5521,50.98,48.59,49.16,49.16,49.16,0,49.16,50.98,48.59,50.68,4.895534,3379268,33,300991,20260430
300267.SZ,尔康制药,4.26,4.26,4.36,3.80952381,554/5521,4.58,4.23,4.26,4.26,4.26,0,4.26,4.58,4.23,4.36,8.333333,1.374155E8,33,300267,20260430
002357.SZ,富临运业,11.26,11.26,11.72,3.80868025,555/5521,11.85,11.17,11.26,11.26,11.26,0,11.26,11.85,11.17,11.72,6.023029,1.67681E7,33,002357,20260430
600460.SH,士兰微,28.68,28.68,28.9,3.80747126,556/5521,29.17,28.42,28.68,28.68,28.68,0,28.68,29.17,28.42,28.9,2.693965,6.5421066E7,17,600460,20260430
301037.SZ,保立佳,16.3,16.3,16.92,3.80368098,557/5521,17.05,16.21,16.3,16.3,16.3,0,16.3,17.05,16.21,16.92,5.153374,3444082,33,301037,20260430
688653.SH,康希通信,14.48,14.48,15.05,3.79310345,558/5521,15.11,14.43,14.48,14.48,14.48,0,14.48,15.11,14.43,15.05,4.689655,1.6138505E7,17,688653,20260430
600343.SH,航天动力,33.18,33.18,34.52,3.78833434,559/5521,35.08,33,33.18,33.18,33.18,0,33.18,35.08,33,34.52,6.253758,3.5735182E7,17,600343,20260430
688795.SH,摩尔线程,690.0,690,715.7,3.78480278,560/5521,732.99,690,690.0,690.0,690.0,0,690,732.99,690,715.7,6.234048,4932764,17,688795,20260430
603416.SH,信捷电气,52.0,52,54.36,3.78006873,561/5521,54.5,52,52.0,52.0,52.0,0,52,54.5,52,54.36,4.772814,3151816,17,603416,20260430
688296.SH,和达科技,15.13,15.13,15.39,3.77612947,562/5521,15.61,14.55,15.13,15.13,15.13,0,15.13,15.61,14.55,15.39,7.147673,2659288,17,688296,20260430
300168.SZ,万达信息,5.59,5.59,5.78,3.77019749,563/5521,5.95,5.58,5.59,5.59,5.59,0,5.59,5.95,5.58,5.78,6.642728,4.1253769E7,33,300168,20260430
002403.SZ,爱仕达,10.6,10.6,11.04,3.7593985,564/5521,11.35,10.6,10.6,10.6,10.6,0,10.6,11.35,10.6,11.04,7.048872,1.13124E7,33,002403,20260430
300692.SZ,中赋科技,8.72,8.72,9.11,3.75854214,565/5521,9.18,8.72,8.72,8.72,8.72,0,8.72,9.18,8.72,9.11,5.239179,2.1074898E7,33,300692,20260430
920139.BJ,华岭股份,17.13,17.13,17.95,3.75722543,566/5521,18.49,17.13,17.13,17.13,17.13,0,17.13,18.49,17.13,17.95,7.861271,6089502,151,920139,20260430
688697.SH,纽威数控,16.62,16.62,17.4,3.75670841,567/5521,17.75,16.61,16.62,16.62,16.62,0,16.62,17.75,16.61,17.4,6.797853,1.2252105E7,17,688697,20260430
300421.SZ,力星股份,22.87,22.87,23.78,3.7521815,568/5521,23.95,22.85,22.87,22.87,22.87,0,22.87,23.95,22.85,23.78,4.799301,9765360,33,300421,20260430
002488.SZ,金固股份,12.0,12,12.45,3.75,569/5521,12.63,11.93,12.0,12.0,12.0,0,12,12.63,11.93,12.45,5.833333,2.888797E7,33,002488,20260430
300831.SZ,派瑞股份,19.5,19.5,20.22,3.74551052,570/5521,20.51,19.5,19.5,19.5,19.5,0,19.5,20.51,19.5,20.22,5.182144,2.73119E7,33,300831,20260430
920946.BJ,森萱医药,10.03,10.03,10.25,3.74493927,571/5521,10.3,10.03,10.03,10.03,10.03,0,10.03,10.3,10.03,10.25,2.732793,3591816,151,920946,20260430
600243.SH,*ST海华,4.06,4.06,4.16,3.74064838,572/5521,4.2,3.91,4.06,4.06,4.06,0,4.06,4.2,3.91,4.16,7.23192,3.4708336E7,22,600243,20260430
300977.SZ,深圳瑞捷,20.38,20.38,21.12,3.73280943,573/5521,21.58,20.3,20.38,20.38,20.38,0,20.38,21.58,20.3,21.12,6.286836,3512182,33,300977,20260430
688793.SH,倍轻松,21.2,21.2,22.0,3.72465818,574/5521,22,21.2,21.2,21.2,21.2,0,21.2,22,21.2,22.0,3.771805,1981379,17,688793,20260430
688062.SH,迈威生物,34.01,34.01,35.73,3.71552975,575/5521,37.15,34.01,34.01,34.01,34.01,0,34.01,37.15,34.01,35.73,9.114658,9245880,17,688062,20260430
300548.SZ,长芯博创,254.5,254.5,256.69,3.71313131,576/5521,263.22,250.5,254.5,254.5,254.5,0,254.5,263.22,250.5,256.69,5.139393,2.0600563E7,33,300548,20260430
688281.SH,华秦科技,71.88,71.88,74.86,3.71293987,577/5521,75.97,71.88,71.88,71.88,71.88,0,71.88,75.97,71.88,74.86,5.666389,3415957,17,688281,20260430
603068.SH,博通集成,34.22,34.22,35.48,3.71236481,578/5521,35.5,34.15,34.22,34.22,34.22,0,34.22,35.5,34.15,35.48,3.946214,5465250,17,603068,20260430
300936.SZ,中英科技,70.0,70,72.93,3.7116041,579/5521,75.44,69.5,70.0,70.0,70.0,0,70,75.44,69.5,72.93,8.447098,3514197,33,300936,20260430
002789.SZ,*ST建艺,12.59,12.59,12.89,3.70072405,580/5521,12.99,12.27,12.59,12.59,12.59,0,12.59,12.99,12.27,12.89,5.792437,3005620,33,002789,20260430
688498.SH,源杰科技,1535.0,1535,1571.0,3.69636964,581/5521,1610.31,1497.48,1535.0,1535.0,1535.0,0,1535,1610.31,1497.48,1571.0,7.447524,2796088,17,688498,20260430
688720.SH,艾森股份,76.7,76.7,80.13,3.6878882,582/5521,81.2,76.69,76.7,76.7,76.7,0,76.7,81.2,76.69,80.13,5.835921,4648324,17,688720,20260430
688219.SH,会通股份,11.16,11.16,11.26,3.68324125,583/5521,11.41,11.16,11.16,11.16,11.16,0,11.16,11.41,11.16,11.26,2.302025,1.1456497E7,17,688219,20260430
002631.SZ,德尔未来,7.65,7.65,7.89,3.67936925,584/5521,8.26,7.62,7.65,7.65,7.65,0,7.65,8.26,7.62,7.89,8.409986,3.4378004E7,33,002631,20260430
002633.SZ,申科股份,19.18,19.18,19.73,3.67840252,585/5521,20.35,19.13,19.18,19.18,19.18,0,19.18,20.35,19.13,19.73,6.41093,5440368,33,002633,20260430
688053.SH,ST思科瑞,38.35,38.35,39.5,3.67454068,586/5521,39.87,38.35,38.35,38.35,38.35,0,38.35,39.87,38.35,39.5,3.989501,1153091,22,688053,20260430
920576.BJ,天力复合,70.0,70,72.98,3.66477273,587/5521,75.5,69.5,70.0,70.0,70.0,0,70,75.5,69.5,72.98,8.522727,3884769,151,920576,20260430
603519.SH,立霸股份,13.93,13.93,14.44,3.66116296,588/5521,14.69,13.79,13.93,13.93,13.93,0,13.93,14.69,13.79,14.44,6.460875,7660348,17,603519,20260430
002285.SZ,世联行,3.03,3.03,3.12,3.65448505,589/5521,3.13,3.01,3.03,3.03,3.03,0,3.03,3.13,3.01,3.12,3.98671,5.924656E7,33,002285,20260430
301626.SZ,苏州天脉,271.0,271,279.16,3.63825364,590/5521,280,266.29,271.0,271.0,271.0,0,271,280,266.29,279.16,5.089842,2256211,33,301626,20260430
002365.SZ,永安药业,13.5,13.5,13.7,3.63086233,591/5521,14.09,13.5,13.5,13.5,13.5,0,13.5,14.09,13.5,13.7,4.462934,1.7527563E7,33,002365,20260430
603505.SH,金石资源,17.81,17.81,18.34,3.61581921,592/5521,18.8,17.81,17.81,17.81,17.81,0,17.81,18.8,17.81,18.34,5.59322,2.6227368E7,17,603505,20260430
600533.SH,栖霞建设,2.49,2.49,2.58,3.61445783,593/5521,2.61,2.47,2.49,2.49,2.49,0,2.49,2.61,2.47,2.58,5.622489,3.2674258E7,17,600533,20260430
688726.SH,拉普拉斯,60.06,60.06,62.24,3.61245214,594/5521,63.22,59.02,60.06,60.06,60.06,0,60.06,63.22,59.02,62.24,6.991842,1.6183367E7,17,688726,20260430
301239.SZ,普瑞眼科,45.24,45.24,46.83,3.60619469,595/5521,48.32,45.04,45.24,45.24,45.24,0,45.24,48.32,45.04,46.83,7.256637,5324037,33,301239,20260430
301502.SZ,华阳智能,47.8,47.8,49.58,3.59381529,596/5521,49.75,47.8,47.8,47.8,47.8,0,47.8,49.75,47.8,49.58,4.074383,1749650,33,301502,20260430
301499.SZ,维科精密,34.4,34.4,35.78,3.59004053,597/5521,36.39,34.28,34.4,34.4,34.4,0,34.4,36.39,34.28,35.78,6.108859,4232100,33,301499,20260430
688266.SH,泽璟制药,100.39,100.39,104.0,3.58565737,598/5521,108.73,99.13,100.39,100.39,100.39,0,100.39,108.73,99.13,104.0,9.561752,5583467,17,688266,20260430
300539.SZ,横河精密,28.17,28.17,29.19,3.5841022,599/5521,30.1,28.06,28.17,28.17,28.17,0,28.17,30.1,28.06,29.19,7.239176,1.1506269E7,33,300539,20260430
688223.SH,晶科能源,6.42,6.42,6.65,3.58255452,600/5521,6.72,6.42,6.42,6.42,6.42,0,6.42,6.72,6.42,6.65,4.672897,1.79572416E8,17,688223,20260430
003033.SZ,征和工业,54.3,54.3,56.3,3.56880059,601/5521,56.88,53.91,54.3,54.3,54.3,0,54.3,56.88,53.91,56.3,5.463576,1692700,33,003033,20260430
000062.SZ,深圳华强,35.75,35.75,36.92,3.56241234,602/5521,37.7,35.2,35.75,35.75,35.75,0,35.75,37.7,35.2,36.92,7.012622,1.16985447E8,33,000062,20260430
002254.SZ,泰和新材,11.12,11.12,11.34,3.56164384,603/5521,11.76,11.12,11.12,11.12,11.12,0,11.12,11.76,11.12,11.34,5.844748,4.2877279E7,33,002254,20260430
300118.SZ,东方日升,17.0,17,17.74,3.56100409,604/5521,17.79,16.8,17.0,17.0,17.0,0,17,17.79,16.8,17.74,5.779334,8.7452442E7,33,300118,20260430
603815.SH,交建股份,7.04,7.04,7.28,3.55618777,605/5521,7.42,7.02,7.04,7.04,7.04,0,7.04,7.42,7.02,7.28,5.6899,3.24843E7,17,603815,20260430
603903.SH,中持股份,12.15,12.15,12.24,3.55329949,606/5521,12.8,12.04,12.15,12.15,12.15,0,12.15,12.8,12.04,12.24,6.42978,1.3273364E7,17,603903,20260430
002829.SZ,星网宇达,21.14,21.14,21.89,3.54777673,607/5521,21.97,21.04,21.14,21.14,21.14,0,21.14,21.97,21.04,21.89,4.399243,5322960,33,002829,20260430
920725.BJ,惠丰钻石,31.2,31.2,31.32,3.53719008,608/5521,31.9,30.82,31.2,31.2,31.2,0,31.2,31.9,30.82,31.32,3.570247,2487441,151,920725,20260430
300135.SZ,宝利国际,3.99,3.99,4.11,3.52644836,609/5521,4.15,3.97,3.99,3.99,3.99,0,3.99,4.15,3.97,4.11,4.534005,3.8312924E7,33,300135,20260430
301071.SZ,力量钻石,52.55,52.55,54.01,3.50709084,610/5521,54.58,52.51,52.55,52.55,52.55,0,52.55,54.58,52.51,54.01,3.967037,1.3666367E7,33,301071,20260430
688210.SH,统联精密,42.6,42.6,44.92,3.50230415,611/5521,45.43,42.6,42.6,42.6,42.6,0,42.6,45.43,42.6,44.92,6.520737,3520259,17,688210,20260430
600589.SH,大位科技,9.45,9.45,10.07,3.49434738,612/5521,10.16,9.42,9.45,9.45,9.45,0,9.45,10.16,9.42,10.07,7.605344,1.63713462E8,17,600589,20260430
605288.SH,凯迪股份,80.2,80.2,83.0,3.49127182,613/5521,83.38,79.27,80.2,80.2,80.2,0,80.2,83.38,79.27,83.0,5.124688,2104200,17,605288,20260430
688776.SH,国光电气,76.0,76,80.96,3.48970983,614/5521,82.38,75.88,76.0,76.0,76.0,0,76,82.38,75.88,80.96,8.308832,2948231,17,688776,20260430
688785.SH,恒运昌,308.18,308.18,325.05,3.48615091,615/5521,333,308.18,308.18,308.18,308.18,0,308.18,333,308.18,325.05,7.901942,1136031,17,688785,20260430
000338.SZ,潍柴动力,30.9,30.9,31.2,3.48258706,616/5521,32.66,30.81,30.9,30.9,30.9,0,30.9,32.66,30.81,31.2,6.135986,1.69633923E8,33,000338,20260430
001234.SZ,泰慕士,29.86,29.86,31.2,3.48258706,616/5521,31.99,29.4,29.86,29.86,29.86,0,29.86,31.99,29.4,31.2,8.590381,1.7152498E7,33,001234,20260430
002695.SZ,煌上煌,12.08,12.08,12.49,3.47970174,618/5521,12.6,12.07,12.08,12.08,12.08,0,12.08,12.6,12.07,12.49,4.391052,1.8284367E7,33,002695,20260430
603667.SH,五洲新春,63.63,63.63,66.38,3.47622759,619/5521,67.3,63.6,63.63,63.63,63.63,0,63.63,67.3,63.6,66.38,5.767731,1.6931065E7,17,603667,20260430
300877.SZ,金春股份,28.92,28.92,29.77,3.47584289,620/5521,30.64,28.72,28.92,28.92,28.92,0,28.92,30.64,28.72,29.77,6.673618,3388550,33,300877,20260430
001277.SZ,速达股份,35.96,35.96,37.22,3.47511815,621/5521,37.71,35.96,35.96,35.96,35.96,0,35.96,37.71,35.96,37.22,4.865165,2759610,33,001277,20260430
301516.SZ,中远通,19.7,19.7,20.56,3.47257172,622/5521,20.98,19.7,19.7,19.7,19.7,0,19.7,20.98,19.7,20.56,6.441872,1.251553E7,33,301516,20260430
000599.SZ,青岛双星,5.92,5.92,5.96,3.47222222,623/5521,6.22,5.88,5.92,5.92,5.92,0,5.92,6.22,5.88,5.96,5.902777,4.1496804E7,33,000599,20260430
605369.SH,拱东医疗,19.5,19.5,19.7,3.46638655,624/5521,20.3,19.35,19.5,19.5,19.5,0,19.5,20.3,19.35,19.7,4.989495,6003201,17,605369,20260430
002678.SZ,珠江钢琴,5.85,5.85,5.99,3.45423143,625/5521,6.12,5.83,5.85,5.85,5.85,0,5.85,6.12,5.83,5.99,5.008635,1.770376E7,33,002678,20260430
002762.SZ,*ST金比,8.39,8.39,8.71,3.44418052,626/5521,8.75,8.39,8.39,8.39,8.39,0,8.39,8.75,8.39,8.71,4.275534,4786826,33,002762,20260430
920080.BJ,奥美森,24.22,24.22,24.66,3.43959732,627/5521,25.3,24.11,24.22,24.22,24.22,0,24.22,25.3,24.11,24.66,4.99161,1348769,151,920080,20260430
001300.SZ,三柏硕,17.57,17.57,18.05,3.43839542,628/5521,18.29,17.4,17.57,17.57,17.57,0,17.57,18.29,17.4,18.05,5.100286,5224200,33,001300,20260430
002347.SZ,泰尔股份,7.84,7.84,8.13,3.4351145,629/5521,8.16,7.83,7.84,7.84,7.84,0,7.84,8.16,7.83,8.13,4.198473,1.83642E7,33,002347,20260430
688652.SH,京仪装备,116.95,116.95,120.8,3.42465753,630/5521,123.77,115.06,116.95,116.95,116.95,0,116.95,123.77,115.06,120.8,7.457191,6098207,17,688652,20260430
688082.SH,盛美上海,149.05,149.05,154.11,3.42258909,631/5521,157,148,149.05,149.05,149.05,0,149.05,157,148,154.11,6.039863,5955683,17,688082,20260430
300084.SZ,海默科技,11.43,11.43,11.81,3.4150613,632/5521,12.05,11.39,11.43,11.43,11.43,0,11.43,12.05,11.39,11.81,5.779334,2.396854E7,33,300084,20260430
001331.SZ,胜通能源,44.7,44.7,46.65,3.41387719,633/5521,47.88,44.44,44.7,44.7,44.7,0,44.7,47.88,44.44,46.65,7.625803,4786536,33,001331,20260430
003004.SZ,*ST声迅,32.01,32.01,33.1,3.40518588,634/5521,33.6,31.8,32.01,32.01,32.01,0,32.01,33.6,31.8,33.1,5.623242,846900,33,003004,20260430
301391.SZ,卡莱特,81.43,81.43,83.24,3.40372671,635/5521,85.45,80.5,81.43,81.43,81.43,0,81.43,85.45,80.5,83.24,6.149068,3589393,33,301391,20260430
600663.SH,陆家嘴,7.98,7.98,8.23,3.3919598,636/5521,8.27,7.97,7.98,7.98,7.98,0,7.98,8.27,7.97,8.23,3.768844,2.6747874E7,17,600663,20260430
600081.SH,东风科技,11.07,11.07,11.29,3.38827839,637/5521,11.43,11.01,11.07,11.07,11.07,0,11.07,11.43,11.01,11.29,3.846153,5746641,17,600081,20260430
920519.BJ,万德股份,12.3,12.3,12.23,3.38123415,638/5521,12.4,12.01,12.3,12.3,12.3,0,12.3,12.4,12.01,12.23,3.296703,2389628,151,920519,20260430
688568.SH,中科星图,54.51,54.51,56.65,3.37591241,639/5521,57.18,54.24,54.51,54.51,54.51,0,54.51,57.18,54.24,56.65,5.364963,1.3370594E7,17,688568,20260430
920121.BJ,江天科技,35.85,35.85,36.75,3.37552743,640/5521,36.75,35.55,35.85,35.85,35.85,0,35.85,36.75,35.55,36.75,3.375527,353050,151,920121,20260430
300599.SZ,雄塑科技,11.3,11.3,11.95,3.37370242,641/5521,12.32,11.15,11.3,11.3,11.3,0,11.3,12.32,11.15,11.95,10.121107,2.7444631E7,33,300599,20260430
601399.SH,国机重装,4.13,4.13,4.29,3.37349398,642/5521,4.31,4.12,4.13,4.13,4.13,0,4.13,4.31,4.12,4.29,4.578313,1.46609921E8,17,601399,20260430
002577.SZ,雷柏科技,16.55,16.55,17.19,3.3674083,643/5521,17.49,16.51,16.55,16.55,16.55,0,16.55,17.49,16.51,17.19,5.892964,4823327,33,002577,20260430
300004.SZ,南风股份,13.07,13.07,13.52,3.36391437,644/5521,13.6,13,13.07,13.07,13.07,0,13.07,13.6,13,13.52,4.587155,1.6888378E7,33,300004,20260430
603668.SH,天马科技,13.07,13.07,13.52,3.36391437,644/5521,13.73,13.02,13.07,13.07,13.07,0,13.07,13.73,13.02,13.52,5.428134,1.0113316E7,17,603668,20260430
300324.SZ,旋极信息,4.76,4.76,4.92,3.36134454,646/5521,4.96,4.71,4.76,4.76,4.76,0,4.76,4.96,4.71,4.92,5.2521,6.5068068E7,33,300324,20260430
000901.SZ,航天科技,23.1,23.1,24.0,3.35917313,647/5521,24.26,22.88,23.1,23.1,23.1,0,23.1,24.26,22.88,24.0,5.943152,8.0561235E7,33,000901,20260430
603819.SH,神力股份,14.32,14.32,14.8,3.35195531,648/5521,15.12,14.17,14.32,14.32,14.32,0,14.32,15.12,14.17,14.8,6.634078,1.6011961E7,17,603819,20260430
600887.SH,伊利股份,27.5,27.5,27.46,3.34964245,649/5521,27.99,27.11,27.5,27.5,27.5,0,27.5,27.99,27.11,27.46,3.312006,2.14409738E8,17,600887,20260430
301079.SZ,邵阳液压,42.39,42.39,43.41,3.33253987,650/5521,43.54,41,42.39,42.39,42.39,0,42.39,43.54,41,43.41,6.046179,9213653,33,301079,20260430
688583.SH,思看科技,119.49,119.49,124.2,3.32778702,651/5521,125.2,118.25,119.49,119.49,119.49,0,119.49,125.2,118.25,124.2,5.782029,1633762,17,688583,20260430
688585.SH,上纬新材,117.3,117.3,119.92,3.32586593,652/5521,123.8,117.07,117.3,117.3,117.3,0,117.3,123.8,117.07,119.92,5.798724,3842420,17,688585,20260430
002573.SZ,清新环境,3.66,3.66,3.74,3.31491713,653/5521,3.79,3.63,3.66,3.66,3.66,0,3.66,3.79,3.63,3.74,4.419889,2.1907223E7,33,002573,20260430
603721.SH,*ST天择,23.4,23.4,24.63,3.31375839,654/5521,24.88,23.34,23.4,23.4,23.4,0,23.4,24.88,23.34,24.63,6.459731,3797700,22,603721,20260430
688329.SH,艾隆科技,23.42,23.42,24.07,3.30472103,655/5521,24.08,23.18,23.42,23.42,23.42,0,23.42,24.08,23.18,24.07,3.86266,2091536,17,688329,20260430
000551.SZ,创元科技,15.92,15.92,16.28,3.29949239,656/5521,16.61,15.78,15.92,15.92,15.92,0,15.92,16.61,15.78,16.28,5.266497,5.9780467E7,33,000551,20260430
300876.SZ,蒙泰高新,29.75,29.75,30.48,3.28702135,657/5521,30.67,29.41,29.75,29.75,29.75,0,29.75,30.67,29.41,30.48,4.269739,2996568,33,300876,20260430
301086.SZ,鸿富瀚,190.8,190.8,197.06,3.28092243,658/5521,198.45,189.51,190.8,190.8,190.8,0,190.8,198.45,189.51,197.06,4.685534,1996162,33,301086,20260430
001287.SZ,中电港,25.7,25.7,26.46,3.27868852,659/5521,27.07,25.45,25.7,25.7,25.7,0,25.7,27.07,25.45,26.46,6.323185,3.4599314E7,33,001287,20260430
300440.SZ,运达科技,17.87,17.87,18.3,3.2731377,660/5521,18.4,17.46,17.87,17.87,17.87,0,17.87,18.4,17.46,18.3,5.30474,1.4391E7,33,300440,20260430
002414.SZ,高德红外,14.38,14.38,14.83,3.2729805,661/5521,15.03,14.38,14.38,14.38,14.38,0,14.38,15.03,14.38,14.83,4.526462,1.22038409E8,33,002414,20260430
688003.SH,天准科技,70.7,70.7,72.08,3.26647564,662/5521,72.89,69.51,70.7,70.7,70.7,0,70.7,72.89,69.51,72.08,4.842406,4268622,17,688003,20260430
688016.SH,心脉医疗,103.0,103,102.32,3.25966293,663/5521,103.37,101.61,103.0,103.0,103.0,0,103,103.37,101.61,102.32,1.776163,3165168,17,688016,20260430
920553.BJ,凯腾精工,8.87,8.87,8.88,3.25581395,664/5521,9.34,8.7,8.87,8.87,8.87,0,8.87,9.34,8.7,8.88,7.44186,2365486,151,920553,20260430
300050.SZ,世纪鼎利,7.1,7.1,7.3,3.25318246,665/5521,7.33,7.05,7.1,7.1,7.1,0,7.1,7.33,7.05,7.3,3.960396,3.9128702E7,33,300050,20260430
300917.SZ,特发服务,33.04,33.04,33.72,3.24556032,666/5521,34.14,33.04,33.04,33.04,33.04,0,33.04,34.14,33.04,33.72,3.368034,7561301,33,300917,20260430
600360.SH,*ST华微,9.85,9.85,10.18,3.24543611,667/5521,10.18,9.8,9.85,9.85,9.85,0,9.85,10.18,9.8,10.18,3.853955,2.0679496E7,22,600360,20260430
603900.SH,莱绅通灵,8.13,8.13,7.98,3.23415265,668/5521,8.45,7.94,8.13,8.13,8.13,0,8.13,8.45,7.94,7.98,6.597671,2.276068E7,17,603900,20260430
002044.SZ,美年健康,5.58,5.58,5.43,3.23193916,669/5521,5.68,5.17,5.58,5.58,5.58,0,5.58,5.68,5.17,5.43,9.695817,4.07443598E8,33,002044,20260430
301169.SZ,零点有数,67.47,67.47,70.02,3.22865989,670/5521,71.8,67.47,67.47,67.47,67.47,0,67.47,71.8,67.47,70.02,6.383606,1799673,33,301169,20260430
688087.SH,英科再生,45.2,45.2,46.7,3.22723254,671/5521,46.98,44.79,45.2,45.2,45.2,0,45.2,46.98,44.79,46.7,4.840848,4872973,17,688087,20260430
002199.SZ,*ST东晶,10.5,10.5,10.56,3.22580645,672/5521,10.74,10.44,10.5,10.5,10.5,0,10.5,10.74,10.44,10.56,2.932551,1.2254594E7,33,002199,20260430
600768.SH,宁波富邦,18.29,18.29,18.88,3.22580645,672/5521,19.25,18.11,18.29,18.29,18.29,0,18.29,19.25,18.11,18.88,6.232914,1.350779E7,17,600768,20260430
301008.SZ,宏昌科技,30.73,30.73,31.69,3.2247557,674/5521,31.85,30.41,30.73,30.73,30.73,0,30.73,31.85,30.41,31.69,4.690553,6207310,33,301008,20260430
688765.SH,禾元生物,53.87,53.87,55.07,3.2239925,675/5521,55.29,53.08,53.87,53.87,53.87,0,53.87,55.29,53.08,55.07,4.142455,2664287,17,688765,20260430
688456.SH,有研粉材,63.49,63.49,66.06,3.21875,676/5521,66.9,62.79,63.49,63.49,63.49,0,63.49,66.9,62.79,66.06,6.421875,5544867,17,688456,20260430
688291.SH,金橙子,44.35,44.35,46.18,3.21859633,677/5521,46.54,44.35,44.35,44.35,44.35,0,44.35,46.54,44.35,46.18,4.894948,2743057,17,688291,20260430
688152.SH,麒麟信安,34.43,34.43,35.29,3.217315,678/5521,35.48,34.23,34.43,34.43,34.43,0,34.43,35.48,34.23,35.29,3.656039,1266963,17,688152,20260430
300605.SZ,恒锋信息,12.7,12.7,13.17,3.21316614,679/5521,13.49,12.67,12.7,12.7,12.7,0,12.7,13.49,12.67,13.17,6.426332,1.0942027E7,33,300605,20260430
300700.SZ,岱勒新材,16.88,16.88,17.36,3.21046373,680/5521,17.57,16.7,16.88,16.88,16.88,0,16.88,17.57,16.7,17.36,5.172413,1.3215888E7,33,300700,20260430
603730.SH,岱美股份,10.41,10.41,10.94,3.20754717,681/5521,10.98,10.41,10.41,10.41,10.41,0,10.41,10.98,10.41,10.94,5.377358,2.9963226E7,17,603730,20260430
688045.SH,必易微,58.69,58.69,60.65,3.19891101,682/5521,61.98,57.82,58.69,58.69,58.69,0,58.69,61.98,57.82,60.65,7.078441,3336345,17,688045,20260430
300326.SZ,ST凯利,6.9,6.9,7.1,3.19767442,683/5521,7.11,6.87,6.9,6.9,6.9,0,6.9,7.11,6.87,7.1,3.488372,1.42401E7,33,300326,20260430
002023.SZ,海特高新,12.19,12.19,12.6,3.19410319,684/5521,12.77,12.19,12.19,12.19,12.19,0,12.19,12.77,12.19,12.6,4.750204,3.9595704E7,33,002023,20260430
301658.SZ,首航新能,40.6,40.6,42.09,3.18705565,685/5521,42.78,40.1,40.6,40.6,40.6,0,40.6,42.78,40.1,42.09,6.570237,1.1991894E7,33,301658,20260430
920160.BJ,北矿检测,23.45,23.45,23.99,3.1827957,686/5521,24.35,23.36,23.45,23.45,23.45,0,23.45,24.35,23.36,23.99,4.258064,1772758,151,920160,20260430
300553.SZ,集智股份,42.83,42.83,44.1,3.18203088,687/5521,44.4,42.73,42.83,42.83,42.83,0,42.83,44.4,42.73,44.1,3.907346,2926526,33,300553,20260430
688078.SH,龙软科技,26.67,26.67,27.25,3.1806134,688/5521,27.77,25.98,26.67,26.67,26.67,0,26.67,27.77,25.98,27.25,6.777735,999398,17,688078,20260430
002519.SZ,银河电子,7.88,7.88,8.13,3.17258883,689/5521,8.18,7.8,7.88,7.88,7.88,0,7.88,8.18,7.8,8.13,4.822335,6.6387215E7,33,002519,20260430
301421.SZ,波长光电,100.9,100.9,103.78,3.17128939,690/5521,104.37,99.45,100.9,100.9,100.9,0,100.9,104.37,99.45,103.78,4.891142,7918869,33,301421,20260430
600586.SH,金晶科技,5.56,5.56,5.86,3.16901408,691/5521,6.01,5.54,5.56,5.56,5.56,0,5.56,6.01,5.54,5.86,8.274647,8.6996099E7,17,600586,20260430
002515.SZ,金字火腿,6.25,6.25,6.52,3.16455696,692/5521,6.54,6.07,6.25,6.25,6.25,0,6.25,6.54,6.07,6.52,7.436708,9.8273216E7,33,002515,20260430
688153.SH,唯捷创芯,30.88,30.88,31.99,3.16027088,693/5521,32.39,30.71,30.88,30.88,30.88,0,30.88,32.39,30.71,31.99,5.417607,7698106,17,688153,20260430
002886.SZ,沃特股份,22.63,22.63,22.53,3.15934066,694/5521,23.28,22.51,22.63,22.63,22.63,0,22.63,23.28,22.51,22.53,3.525641,1.1583145E7,33,002886,20260430
