股票代码,股票简称,最新价,所属概念,股票市场类型,涨跌幅:前复权[20260430],区间涨跌幅:前复权[20260424-20260430],所属概念数量,a股市值(不含限售股)[20260430],开盘价:前复权[20260430],最高价:前复权[20260430],最低价:前复权[20260430],收盘价:前复权[20260430],振幅[20260430],成交量[20260430],market_code,code
603293.SH,埃泰克,49.73,注册制次新股;小米汽车;智能座舱;无人驾驶;毫米波雷达;新能源汽车;专精特新;MCU芯片;汽车电子;汽车芯片;新股与次新股;融资融券,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股,0.06036217,-7.513483355030698,12,1745349492.03,49.3,49.87,48.9,49.73,1.95171,4050448,17,603293
301656.SZ,联合动力,19.57,注册制次新股;小米汽车;减速器;小米概念;新能源汽车;深股通;新股与次新股;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;创业板(注册制);沪深AB股;沪深A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司,-0.91139241,-9.815668202764973,8,3985019862.69,19.66,19.84,19.53,19.57,1.56962,6926823,33,301656
603382.SH,海阳科技,26.11,注册制次新股;数字经济;工业互联网;绿色电力;新股与次新股;融资融券,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股,1.39805825,-2.936802973977692,6,946495855.2,25.75,26.27,25.73,26.11,2.097087,952105,17,603382
603334.SH,丰倍生物,48.55,注册制次新股;生物质能发电;化肥;专精特新;融资融券;新股与次新股,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股,-3.49831048,-5.507979758660968,6,1507653639.4,48.93,50.22,48.42,48.55,3.577817,1695026,17,603334
301683.SZ,慧谷新材,129.28,注册制次新股;商业航天;粤港澳大湾区;MicroLED概念;专精特新;MiniLED;新股与次新股;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;创业板(注册制);沪深AB股;沪深A股;深证AB股;深证A股;深证上市公司,-0.59207997,-1.7106363567247016,8,1844263232.0,129,130.2,125.99,129.28,3.237216,2597338,33,301683
301682.SZ,宏明电子,125.63,注册制次新股;柔性直流输电;核电;商业航天;大飞机;卫星导航;可控核聚变;超级电容;军工;储能;消费电子概念;汽车电子;高端装备;传感器;先进封装;苹果概念;东数西算(算力);国企改革;芯片概念;新能源汽车;华为概念;比亚迪概念;西部大开发;锂电池概念;新股与次新股;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;创业板(注册制);沪深AB股;沪深A股;深证AB股;深证A股;深证上市公司,2.17974786,1.691759753925845,26,3227035322.23,123,127.29,122.34,125.63,4.026026,3889484,33,301682
301491.SZ,汉桑科技,49.2,注册制次新股;人民币贬值受益;智能家居;人工智能;物联网;智能音箱;智能穿戴;消费电子概念;深股通;新股与次新股;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;创业板(注册制);沪深AB股;沪深A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司,0.96449826,1.2137420283892273,11,1406305740.0,48.85,49.71,48.7,49.2,2.072645,758464,33,301491
301449.SZ,天溯计量,68.02,注册制次新股;汽车热管理;新能源汽车;机器人概念;物联网;高压快充;宁德时代概念;网络安全;高端装备;锂电池概念;智能医疗;粤港澳大湾区;储能;充电桩;水利;核电;深股通;新股与次新股;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;创业板(注册制);沪深AB股;沪深A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司,-0.74419962,-14.083617531893399,19,946380013.22,68.55,68.69,67.7,68.02,1.444622,982017,33,301449
301680.SZ,固德电材,105.57,注册制次新股;汽车热管理;柔性直流输电;核电;储能;智能电网;特高压;锂电池概念;新能源汽车;宁德时代概念;专精特新;深股通;新股与次新股;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;创业板(注册制);沪深AB股;沪深A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司,-0.59322034,3.226752713405688,14,1773837813.6,105.49,107,104.54,105.57,2.316384,1733515,33,301680
301687.SZ,新广益,57.8,注册制次新股;PCB概念;光伏概念;消费电子概念;比亚迪概念;新能源汽车;苹果概念;专精特新;锂电池概念;海峡两岸;POE胶膜;长三角一体化;深股通;新股与次新股;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;创业板(注册制);沪深AB股;沪深A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司,-0.34482759,-0.10369858278603918,15,1707141785.0,58.01,58.65,57.37,57.8,2.206896,2230623,33,301687
301667.SZ,纳百川,110.2,注册制次新股;宁德时代概念;锂电池概念;汽车热管理;储能;新能源汽车;华为概念;专精特新;深股通;新股与次新股;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;创业板(注册制);沪深AB股;沪深A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司,1.89551549,-4.745440401071826,11,2478889381.8,108.03,111.99,106.97,110.2,4.641701,5524991,33,301667
603459.SH,红板科技,61.73,注册制次新股;MiniLED;华为手机;智能穿戴;存储芯片;智能座舱;锂电池概念;PCB概念;比亚迪概念;虚拟现实;共封装光学(CPO);小米概念;汽车电子;消费电子概念;机器人概念;华为概念;无人驾驶;东数西算(算力);芯片概念;富士康概念;卫星导航;商业航天;一带一路;新股与次新股;融资融券,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股,0.0162022,4.520826278360979,25,4879871194.34,62.63,64,61.15,61.73,4.617627,1.4862018E7,17,603459
603402.SH,陕西旅游,111.17,注册制次新股;旅游概念;文化传媒概念;西部大开发;国企改革;新股与次新股;融资融券,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股,-4.20508402,-16.876028114251536,7,2149286740.78,115.42,115.99,110.1,111.17,5.075398,1829425,17,603402
001369.SZ,双欣材料,15.21,注册制次新股;锂电池概念;碳中和;光伏概念;西部大开发;专精特新;深股通;新股与次新股;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,-1.1053316,-3.5510462904248494,9,3057656991.48,15.35,15.48,15.14,15.21,2.210663,8985261,33,001369
603049.SH,中策橡胶,48.94,注册制次新股;两轮车;新能源汽车;比亚迪概念;新股与次新股;融资融券,上证AB股;上证A股;上证上市公司;上证主板A股;中证500;中证800;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股,-0.89104901,0.43094602914016183,6,4279732526.4,49.21,49.35,48.91,48.94,0.891049,2072533,17,603049
301575.SZ,艾芬达,46.57,注册制次新股;跨境电商;智能物流;家用电器;智能家居;人民币贬值受益;一带一路;石墨烯;深股通;新股与次新股;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;创业板(注册制);沪深AB股;沪深A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司,2.12719298,2.8716589352772193,11,810715521.52,45.84,47.2,45.62,46.57,3.464912,999282,33,301575
001221.SZ,悍高集团,57.02,注册制次新股;跨境电商;粤港澳大湾区;深股通;新股与次新股;融资融券,中证500;中证800;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,2.73873874,-10.626959247648895,6,2053233180.0,55.25,58.84,55,57.02,6.918918,3084973,33,001221
688755.SH,汉邦科技,40.4,注册制次新股;科创次新股;专精特新;新股与次新股;融资融券,上证AB股;上证A股;上证上市公司;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;科创板,0.62266501,8.924238339174966,5,711040000.0,40,40.59,39.81,40.4,1.942714,700377,17,688755
688816.SH,易思维,61.38,注册制次新股;科创次新股;机器视觉;高端装备;新股与次新股;融资融券,上证AB股;上证A股;上证上市公司;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;科创板,-3.64207221,-6.003062787136286,6,1183666773.96,62.52,62.52,61.15,61.38,2.150706,1833164,17,688816
001220.SZ,世盟股份,39.87,注册制次新股;京津冀一体化;智能物流;新股与次新股;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;深证AB股;深证A股;深证上市公司;深证主板A股,0.55485498,-8.951815482986987,5,901406795.76,39.66,40.18,39.01,39.87,2.950819,2085986,33,001220
301632.SZ,广东建科,20.69,注册制次新股;建筑节能;垃圾分类;房屋检测;水利;国企改革;光伏建筑一体化;智慧城市;智能物流;光伏概念;DeepSeek概念;人工智能;机器人概念;物联网;车联网(车路协同);低空经济;粤港澳大湾区;AI智能体;碳中和;碳交易;AIGC概念;5G;文化传媒概念;深股通;新股与次新股;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;创业板(注册制);沪深AB股;沪深A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司,1.07474353,-0.5288461538461511,26,1515790780.0,20.51,21.13,20.4,20.69,3.566194,2317446,33,301632
301513.SZ,尚水智能,82.01,注册制次新股;钙钛矿电池;钠离子电池;固态电池;宁德时代概念;比亚迪概念;锂电池概念;高端装备;新股与次新股;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;创业板(注册制);沪深AB股;沪深A股;深证AB股;深证A股;深证上市公司,-1.07358263,-4.550744878957166,10,1652418587.89,81.66,82.8,78.81,82.01,4.813027,4616354,33,301513
601112.SH,振石股份,20.1,注册制次新股;风电;碳纤维;光伏概念;比亚迪概念;新能源汽车;新股与次新股;融资融券,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股,-1.61527166,-0.44576523031203497,8,3562723110.6,20.25,20.31,19.88,20.1,2.104747,1.2190468E7,17,601112
603092.SH,德力佳,73.0,注册制次新股;风电;2025年报预增;独角兽概念;高端装备;海工装备;新疆振兴;融资融券;新股与次新股,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股,-4.2748492,-2.4064171122994615,9,2442029580.0,75.36,75.73,72.72,73.0,3.947023,2246093,17,603092
001285.SZ,瑞立科密,52.06,注册制次新股;飞行汽车(eVTOL);传感器;无人驾驶;比亚迪概念;低空经济;专精特新;汽车电子;新能源汽车;深股通;新股与次新股;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,-0.47792009,-0.7624857033930587,12,2160321846.2,52.3,52.63,51.82,52.06,1.548461,1060656,33,001285
603406.SH,天富龙,33.83,注册制次新股;参股银行;一带一路;新股与次新股;融资融券,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股,-0.17704338,-1.139684395090592,5,1240293829.69,33.81,33.98,33.68,33.83,0.885216,661082,17,603406
603284.SH,林平发展,47.02,注册制次新股;参股银行;乡村振兴;专精特新;新股与次新股;融资融券,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股,-0.6549757,-13.247232472324722,6,868619409.06,47.25,47.3,46.46,47.02,1.774772,1403778,17,603284
001325.SZ,元创股份,54.65,注册制次新股;冰雪产业;农机;参股银行;新股与次新股;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;深证AB股;深证A股;深证上市公司;深证主板A股,-0.52784856,-16.67937185546578,6,1071140000.0,54.88,55.56,54.04,54.65,2.766654,2279900,33,001325
601026.SH,道生天合,17.57,注册制次新股;丙烯酸;风电;碳纤维;海工装备;储能;光伏概念;专精特新;新能源汽车;锂电池概念;芯片概念;新股与次新股;融资融券,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股,-0.45325779,-7.962283918281821,13,1951775573.3,17.56,17.65,17.39,17.57,1.473087,2497257,17,601026
300189.SZ,神农种业,6.11,转基因;玉米;粮食概念;生态农业;土地流转;农业种植;海南自贸区;乡村振兴;合成生物;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;沪深AB股;沪深A股;深证AB股;深证A股;深证上市公司,1.49501661,-7.00152207001522,10,5414990090.64,6.06,6.18,6.01,6.11,2.82392,5.1561944E7,33,300189
600371.SH,万向德农,8.79,转基因;玉米;粮食概念;农业种植;乡村振兴;化肥;黑龙江自贸区;回购增持再贷款概念,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股,1.15074799,2.447552447552437,8,2571760620.0,8.69,8.81,8.65,8.79,1.841196,4730489,17,600371
600354.SH,敦煌种业,6.26,转基因;玉米;粮食概念;农业种植;生态农业;供销社;乡村振兴;西部大开发;国企改革;融资融券,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股,1.78861789,1.6233766233766176,10,3304041020.8,6.15,6.27,6.15,6.26,1.951219,2.3280639E7,17,600354
000998.SZ,隆平高科,9.14,转基因;玉米;粮食概念;农业种植;生态农业;俄乌冲突概念;乡村振兴;国企改革;基因测序;深股通;融资融券;鸿蒙概念,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,-0.76004343,-5.578512396694206,12,12013713139.92,9.18,9.21,9.11,9.14,1.085776,2.1886486E7,33,000998
002041.SZ,登海种业,10.24,转基因;玉米;粮食概念;农业种植;生态农业;俄乌冲突概念;乡村振兴;2025年报预增;深股通;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,1.38613861,1.4866204162537202,10,9011200000.0,10.15,10.29,10.02,10.24,2.673267,1.229405E7,33,002041
002385.SZ,大北农,3.89,转基因;玉米;大豆;粮食概念;猪肉;农业种植;俄乌冲突概念;动物疫苗;农村电商;预制菜;乳业;消毒剂;合成生物;乡村振兴;宠物经济;三胎概念;京津冀一体化;数字乡村;融资融券;深股通;数字经济;DeepSeek概念,中证500;中证800;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,-0.51150895,-0.25641025641025095,22,13706867449.79,3.9,3.91,3.87,3.89,1.023017,6.0979705E7,33,002385
